The base currency: U.S. dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States,,Australia,Canada,Denmark,UK,Japan,Korea,Norway,Sweden,Switzerland,Austria,Belgium,France,Germany,Spain,Italy,Finland,Netherlands,United States
,AUS,CAN,DEN,GBR,JPN,KOR,NOR,SWE,CHE,AUT,BEL,FRA,GER,ESP,ITA,FIN,NET,USA,,AUS,CAN,DEN,GBR,JPN,KOR,NOR,SWE,CHE,AUT,BEL,FRA,GER,ESP,ITA,FIN,NET,USA
,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,,S_AUS,S_CAN,S_DEN,S_GBR,S_JPN,S_KOR,S_NOR,S_SWE,S_CHE,S_AUT,S_BEL,S_FRA,S_GER,S_ESP,S_ITA,S_FIN,S_NET,S_USA
2002.3,0.6097255724,0.4610890119,2.0192800938,-0.4470548079,4.8003257008,7.112979229,2.0076366846,2.2281309071,0.3942019158,2.635887759,3.7115217398,1.8951057382,0.6849953419,5.1284910764,7.5826992018,1.796854001,0.8043229898,0,2002.3,1.8399264029,1.5858,7.5329,0.6395088572,121.55,1227.8,7.4457,9.2825,1.4832,13.95569626,40.916022715,6.6532518703,1.983762595,168.7622764425,1963.9228416897,6.030645186,2.2351827451,1
2002.4,0.5688079063,0.4571716504,1.9575845939,-0.4773515669,4.786658062,7.0785101994,1.9409981047,2.1775886028,0.3269989348,2.5742368021,3.6498707829,1.8334547814,0.6233443851,5.0668401196,7.521048245,1.7352030442,0.742672033,0,2002.4,1.7661603674,1.5796,7.0822,0.6204243703,119.9,1186.2,6.9657,8.825,1.3868,13.1212991886,38.4696947862,6.2554606191,1.8651554207,158.6721493286,1846.5018662664,5.6700789635,2.1015434123,1
2003.1,0.5048435521,0.3847860969,1.9193168026,-0.4572349556,4.7887409622,7.1345720757,1.9909517997,2.1400661635,0.3028415842,2.5360685132,3.611702494,1.7952864924,0.5851760962,5.0286718306,7.4828799561,1.6970347552,0.7045037441,0,2003.1,1.6567263088,1.4693,6.8163,0.6330315883,120.15,1254.6,7.3225,8.5,1.3537,12.6299188756,37.0290409002,6.0211995027,1.7953071045,152.7300265798,1777.3521081548,5.4577398395,2.0228425882,1
2003.2,0.4043657127,0.304022832,1.8721252016,-0.5008358921,4.7862409609,7.0843102409,1.9820767526,2.0910983365,0.3060866641,2.4883933754,3.5640273562,1.7476113546,0.5375009584,4.9809966928,7.4352048183,1.6493596175,0.6568286063,0,2003.2,1.498351813,1.3553,6.5021,0.6060238773,119.85,1193.1,7.2578,8.0938,1.3581,12.041913736,35.3050974151,5.7408733748,1.7117238436,145.6194472099,1694.6047694927,5.2036464358,1.9286660657,1
2003.3,0.3855154328,0.3004008449,1.8520389334,-0.5149769949,4.7113303818,7.0476041741,1.948763218,2.0401548263,0.2742168215,2.4688951629,3.5445291437,1.7281131421,0.5180027459,4.9614984803,7.4157066058,1.6298614049,0.6373303938,0,2003.3,1.4703720041,1.3504,6.3728,0.5975143403,111.2,1150.1,7.02,7.6918,1.3155,11.8093921866,34.6233788666,5.6300208308,1.6786715656,142.8076300661,1661.8830497344,5.1031673958,1.891424774,1
2003.4,0.2876820725,0.256500955,1.7846677154,-0.5792503339,4.6737629775,7.0838910767,1.8991179875,1.9725798999,0.2126082494,2.3882982492,3.46393223,1.6475162284,0.4374058322,4.8809015666,7.3351096921,1.5492644913,0.5567334801,0,2003.4,1.3333333333,1.2924,5.9576,0.5603182608,107.1,1192.6,6.68,7.1892,1.2369,10.8949376898,31.9423344912,5.1940629267,1.5486844555,131.7493912145,1533.1959501807,4.7080061293,1.7449632235,1
2004.1,0.2758852626,0.2704087438,1.8066973416,-0.6067174526,4.647271362,7.0445563205,1.9315214116,2.0246817195,0.2436518119,2.4209717064,3.4966056871,1.6801896856,0.4700792893,4.9135750238,7.3677831492,1.5819379484,0.5894069372,0,2004.1,1.3176966662,1.3105,6.0903,0.5451373746,104.3,1146.6,6.9,7.5737,1.2759,11.2567922989,33.0032383064,5.3665738363,1.6001210607,136.125196365,1584.1181341365,4.8643735878,1.8029188542,1
2004.2,0.3726591564,0.2929680769,1.8107120621,-0.594265631,4.6856435701,7.0522884297,1.9373017745,2.0180580382,0.2261789399,2.4266324783,3.5022664591,1.6858504575,0.4757400613,4.9192357957,7.3734439212,1.5875987204,0.5950677092,0,2004.2,1.4515894905,1.3404,6.1148,0.5519677651,108.38,1155.5,6.94,7.5237,1.2538,11.3206951321,33.1905918949,5.3970389336,1.609204667,136.8979552013,1593.1108946145,4.8919877825,1.813153708,1
2004.3,0.3358924048,0.2342021787,1.791242669,-0.5871197759,4.7095302013,7.0490812151,1.9050881545,1.987901745,0.2307148168,2.4059510721,3.4815850529,1.6651690513,0.4550586551,4.8985543895,7.352762515,1.5669173142,0.574386303,0,2004.3,1.3991884707,1.2639,5.9969,0.555926173,111,1151.8,6.72,7.3002,1.2595,11.0889716801,32.5112132491,5.2865668753,1.5762658363,134.0957892229,1560.5014875409,4.7918536226,1.7760402418,1
2004.4,0.2497442331,0.1853170658,1.6988397633,-0.6582451286,4.6455440801,6.9422533194,1.7984040119,1.8892793271,0.1236325604,2.3127593441,3.3883933249,1.5719773233,0.3618669271,4.8053626615,7.259570787,1.4737255862,0.481194575,0,2004.4,1.2836970475,1.2036,5.4676,0.5177591384,104.12,1035.1,6.04,6.6146,1.1316,10.102261848,29.6183269932,4.8161618942,1.4360078355,122.1637870962,1421.6462171711,4.3654688126,1.6180060778,1
2005.1,0.258900271,0.1902897264,1.7485561694,-0.6326538001,4.6760945243,6.923136381,1.8453002362,1.9533963432,0.1783135354,2.3621966211,3.4378306019,1.6214146003,0.4113042041,4.8547999385,7.309008064,1.5231628632,0.530631852,0,2005.1,1.295504599,1.2096,5.7463,0.5311802826,107.35,1015.5,6.33,7.0526,1.1952,10.6142413301,31.1193745747,5.060243478,1.5087842651,128.3550097541,1493.6948044032,4.5867094115,1.7000061216,1
2005.2,0.2695802371,0.20343052,1.8184500845,-0.584169018,4.7041101338,6.9328380593,1.8794650496,2.0535081597,0.2506808943,2.4318285863,3.5074625671,1.6910465655,0.4809361692,4.9244319037,7.3786400291,1.5927948283,0.6002638171,0,2005.2,1.3094146916,1.2256,6.1623,0.5575689992,110.4,1025.4,6.55,7.7952,1.2849,11.3796717779,33.3635026357,5.4251555156,1.6175880297,137.6111430507,1601.4104147284,4.9174732344,1.82259957,1
2005.3,0.2724651066,0.1493678317,1.824065304,-0.5688869632,4.7287143721,6.9480331255,1.8779371655,2.0471120296,0.2547972451,2.4359723819,3.5116063627,1.6951903612,0.4850799649,4.9285756994,7.3827838248,1.596938624,0.6044076128,0,2005.3,1.3131976362,1.1611,6.197,0.5661552398,113.15,1041.1,6.54,7.7455,1.2902,11.4269246481,33.5020410128,5.4476828938,1.624304891,138.1825586071,1608.0601002326,4.9378925161,1.8301677198,1
2005.4,0.3096550533,0.1522918103,1.844367732,-0.5434283323,4.7704303549,6.9192885148,1.9125010869,2.0742279746,0.2733042045,2.4565273038,3.5321612846,1.715745283,0.5056348868,4.9491306213,7.4033387467,1.6174935459,0.6249625347,0,2005.4,1.3629548862,1.1645,6.3241,0.5807538185,117.97,1011.6,6.77,7.9584,1.3143,11.6642347819,34.1977989774,5.560818352,1.6580378527,141.0522827439,1641.4556960991,5.0404408368,1.8681759644,1
2006.1,0.3342147866,0.1545220394,1.8189205773,-0.5509497749,4.7655869074,6.8789441971,1.8840347453,2.0531103999,0.2667392954,2.4308365503,3.5064705311,1.6900545295,0.4799441333,4.9234398677,7.3776479932,1.5918027924,0.5992717812,0,2006.1,1.3968431345,1.1671,6.1652,0.5764020981,117.4,971.6,6.58,7.7921,1.3057,11.3683883319,33.3304212527,5.4197762349,1.6159841199,137.4746955387,1599.8225457379,4.912597343,1.8207923822,1
2006.2,0.2966555473,0.1088544049,1.7694116056,-0.6067174526,4.7444972512,6.8672457356,1.8309801824,1.9833435516,0.2093691179,2.3817471304,3.4573811112,1.6409651096,0.4308547134,4.8743504478,7.3285585733,1.5427133725,0.5501823613,0,2006.2,1.3453518095,1.115,5.8674,0.5451373746,114.95,960.3,6.24,7.267,1.2329,10.8237969388,31.7337604058,5.1601472176,1.5385719998,130.8891062912,1523.1846298381,4.6772642287,1.733569125,1
2006.3,0.290352301,0.109123427,1.7733748361,-0.626045377,4.7689882712,6.8524539632,1.8718021769,1.9919618732,0.2260991791,2.3859247849,3.4615587657,1.6451427641,0.4350323678,4.8785281023,7.3327362277,1.5468910269,0.5543600157,0,2006.3,1.3368983957,1.1153,5.8907,0.5347021709,117.8,946.2,6.5,7.3299,1.2537,10.8691096067,31.8666103987,5.1817496219,1.5450130669,131.4370595315,1529.5612793329,4.6968450949,1.7408265266,1
2006.4,0.2340781164,0.1529785646,1.7336712115,-0.6744739153,4.7787032367,6.8349695093,1.8341801851,1.9263486355,0.1990967302,2.3464306288,3.4220646096,1.6056486081,0.3955382118,4.8390339463,7.2932420717,1.5073968709,0.5148658597,0,2006.4,1.2637432074,1.1653,5.6614,0.5094243505,118.95,929.8,6.26,6.8644,1.2203,10.4482095503,30.6325941269,4.9810893299,1.485183319,126.3472345346,1470.3298931353,4.5149624535,1.6734140145,1
2007.1,0.2144316107,0.1422805073,1.7217839723,-0.6719746153,4.7677141152,6.846836864,1.8082887712,1.948435529,0.1998339819,2.3352555673,3.4108895481,1.5944735465,0.3843631503,4.8278588847,7.2820670102,1.4962218094,0.5036907982,0,2007.1,1.239157373,1.1529,5.5945,0.5106991471,117.65,940.9,6.1,7.0177,1.2212,10.3321001389,30.2921786274,4.9257352189,1.4686786959,124.9431563562,1453.9903339378,4.4647883418,1.6548176114,1
2007.2,0.164049512,0.0614713221,1.7066916568,-0.6955941842,4.814052528,6.8317377926,1.7749523509,1.9244238194,0.2042461142,2.3213120733,3.3969460541,1.5805300526,0.3704196563,4.8139153908,7.2681235162,1.4822783154,0.4897473042,0,2007.2,1.1782726523,1.0634,5.5107,0.4987779939,123.23,926.8,5.9,6.8512,1.2266,10.1890342998,29.872730897,4.8575298751,1.4483422931,123.2131017435,1433.8573169933,4.4029656067,1.6319037926,1
2007.3,0.124769887,-0.0037068619,1.659636608,-0.7086759822,4.7453668165,6.8190333489,1.6937790609,1.8716175445,0.1570037488,2.272610228,3.3482442088,1.5318282072,0.321717811,4.7652135455,7.2194216709,1.4335764701,0.4410454589,0,2007.3,1.1328877308,0.9963,5.2574,0.4922955743,115.05,915.1,5.44,6.4988,1.17,9.7046992604,28.4527327038,4.6266275291,1.3794954426,117.3561754901,1365.699008788,4.1936709416,1.5543313589,1
2007.4,0.1260168406,-0.0119713718,1.6243856365,-0.6948457372,4.7361984484,6.8417223084,1.6882490929,1.8584207357,0.1182273814,2.235098156,3.3107321368,1.4943161352,0.284205739,4.7277014734,7.1819095989,1.3960643981,0.4035333869,0,2007.4,1.1343012704,0.9881,5.0753,0.4991514425,114,936.1,5.41,6.4136,1.1255,9.3473993106,27.4051824713,4.4562880122,1.3287062693,113.0354485426,1315.4177817053,4.0392716783,1.497105215,1
2008.1,0.0855578884,0.027517886,1.550939778,-0.6873805857,4.6061696863,6.8981089019,1.6272778306,1.7822140564,-0.006118681,2.1636034794,3.2392374601,1.4228214586,0.2127110623,4.6562067968,7.1104149222,1.3245697214,0.3320387102,0,2008.1,1.0893246187,1.0279,4.7159,0.5028916269,100.1,990.4,5.09,5.943,0.9939,8.7024402893,25.5142586883,4.1488096367,1.2370271758,105.2361420359,1224.6555774923,3.7605669154,1.393806802,1
